,math,h,gender,school,age,Exp,spat
1285,24.5,1,1,3,8,Exp4,14
1286,24.5,1,1,3,8,Exp4,15
1287,24,1,1,5,9,Exp4,15
1288,24,1,1,5,9,Exp4,11
1289,24,1,1,5,9,Exp4,16
1290,22,1,1,5,9,Exp4,13
1291,16.5,1,1,5,8,Exp4,15
1292,24,1,1,5,9,Exp4,15
1293,22,-1,0,2,6,Exp4,10
1294,20,-1,0,4,6,Exp4,16
1295,17,-1,0,6,6,Exp4,16
1296,8,-1,0,6,7,Exp4,9
1297,23,-1,0,6,6,Exp4,16
1298,21,-0.9,0,1,6,Exp4,13
1299,12,-0.9,0,6,7,Exp4,15
1300,22,-0.87,0,3,6,Exp4,10
1301,25,-0.6,0,2,6,Exp4,15
1302,21,-0.26,0,4,6,Exp4,10
1303,7,-0.16,0,2,6,Exp4,11
1304,16,-0.11,0,6,6,Exp4,13
1305,21,0,0,1,6,Exp4,13
1306,14,0,0,3,7,Exp4,14
1307,21,0,0,4,6,Exp4,13
1308,19,0,0,6,6,Exp4,12
1309,23,0,0,6,6,Exp4,14
1310,15,0.29,0,4,6,Exp4,13
1311,23,0.3,0,1,6,Exp4,14
1312,12,0.3,0,2,6,Exp4,12
1313,19,0.33,0,4,6,Exp4,15
1314,21,0.38,0,1,6,Exp4,15
1315,26,0.38,0,4,6,Exp4,14
1316,23,0.4,0,6,7,Exp4,14
1317,18,0.44,0,4,6,Exp4,12
1318,25,0.5,0,1,6,Exp4,14
1319,26,0.5,0,2,7,Exp4,16
1320,24,0.58,0,6,6,Exp4,15
1321,19,0.6,0,3,7,Exp4,15
1322,25,0.6,0,4,7,Exp4,15
1323,17,0.6,0,6,6,Exp4,12
1324,22,0.6,0,6,7,Exp4,16
1325,18,0.65,0,6,6,Exp4,14
1326,18,0.65,0,6,6,Exp4,14
1327,18,0.65,0,6,6,Exp4,15
1328,24,0.68,0,4,6,Exp4,9
1329,24,0.68,0,4,6,Exp4,8
1330,26,0.7,0,4,6,Exp4,15
1331,19,0.73,0,3,6,Exp4,16
1332,25,0.73,0,6,7,Exp4,14
1333,14,0.75,0,4,6,Exp4,14
1334,18,0.76,0,1,6,Exp4,15
1335,20,0.78,0,3,6,Exp4,14
1336,19,0.78,0,3,6,Exp4,11
1337,22,0.8,0,1,6,Exp4,12
1338,17,0.8,0,1,6,Exp4,13
1339,20,0.8,0,1,6,Exp4,13
1340,20,0.8,0,3,6,Exp4,13
1341,15,0.8,0,6,7,Exp4,14
1342,25,0.87,0,6,7,Exp4,16
1343,18,0.89,0,6,7,Exp4,14
1344,26,0.9,0,1,7,Exp4,14
1345,16,0.9,0,1,6,Exp4,13
1346,23,0.9,0,1,6,Exp4,16
1347,20,0.9,0,1,6,Exp4,12
1348,17,0.9,0,1,7,Exp4,14
1349,17,0.9,0,3,6,Exp4,2
1350,8,1,0,1,6,Exp4,9
1351,4,1,0,1,6,Exp4,6
1352,23,1,0,1,7,Exp4,2
1353,17,1,0,1,6,Exp4,11
1354,10,1,0,1,6,Exp4,2
1355,25,1,0,1,6,Exp4,12
1356,11,1,0,1,6,Exp4,15
1357,8,1,0,1,6,Exp4,7
1358,17,1,0,1,7,Exp4,15
1359,11,1,0,1,6,Exp4,12
1360,6,1,0,1,6,Exp4,5
1361,16,1,0,1,6,Exp4,16
1362,26,1,0,2,7,Exp4,2
1363,15,1,0,2,6,Exp4,13
1364,20,1,0,2,7,Exp4,16
1365,26,1,0,2,6,Exp4,13
1366,23,1,0,2,7,Exp4,13
1367,17,1,0,2,6,Exp4,14
1368,26,1,0,2,6,Exp4,2
1369,6,1,0,2,7,Exp4,8
1370,25,1,0,2,6,Exp4,13
1371,21,1,0,2,6,Exp4,9
1372,11,1,0,3,6,Exp4,2
1373,22,1,0,3,6,Exp4,12
1374,18,1,0,3,6,Exp4,15
1375,10,1,0,3,6,Exp4,13
1376,22,1,0,3,6,Exp4,15
1377,19,1,0,3,6,Exp4,15
1378,19,1,0,3,6,Exp4,2
1379,16,1,0,3,6,Exp4,8
1380,21,1,0,3,6,Exp4,16
1381,13,1,0,3,7,Exp4,9
1382,18,1,0,3,7,Exp4,13
1383,2,1,0,3,6,Exp4,13
1384,10,1,0,3,6,Exp4,0
1385,17,1,0,3,6,Exp4,10
1386,18,1,0,3,6,Exp4,9
1387,17,1,0,3,6,Exp4,15
1388,19,1,0,3,6,Exp4,13
1389,18,1,0,3,6,Exp4,9
1390,15,1,0,4,6,Exp4,14
1391,19,1,0,4,6,Exp4,6
1392,12,1,0,4,8,Exp4,11
1393,18,1,0,4,7,Exp4,13
1394,14,1,0,4,7,Exp4,10
1395,16,1,0,4,6,Exp4,11
1396,26,1,0,4,6,Exp4,14
1397,23,1,0,4,7,Exp4,12
1398,18,1,0,4,6,Exp4,4
1399,13,1,0,4,6,Exp4,9
1400,19,1,0,4,6,Exp4,12
1401,26,1,0,4,6,Exp4,15
1402,23,1,0,4,7,Exp4,14
1403,16,1,0,4,6,Exp4,12
1404,15,1,0,4,6,Exp4,14
1405,19,1,0,4,6,Exp4,7
1406,16,1,0,6,6,Exp4,10
1407,17,1,0,6,6,Exp4,11
1408,18,1,0,6,6,Exp4,12
1409,18,1,0,6,6,Exp4,15
1410,18,1,0,6,7,Exp4,16
1411,17,1,0,6,7,Exp4,13
1412,16,1,0,6,6,Exp4,15
1413,22,1,0,6,7,Exp4,12
1414,20,1,0,6,6,Exp4,15
1415,10,1,0,6,7,Exp4,10
1416,23,1,0,6,7,Exp4,16
1417,23,1,0,6,6,Exp4,13
1418,23,1,0,6,7,Exp4,13
1419,18,1,0,6,6,Exp4,12
1420,20,1,0,6,7,Exp4,15
1421,22,1,0,6,8,Exp4,16
1422,16,1,0,6,6,Exp4,5
1423,10,1,0,6,6,Exp4,12
1424,12,1,0,6,7,Exp4,10
1425,20,1,0,6,6,Exp4,11
1426,25,1,0,6,7,Exp4,15
1427,22,1,0,6,6,Exp4,8
1428,17,1,0,6,6,Exp4,13
1429,15,1,0,6,6,Exp4,11
1430,22,1,0,6,7,Exp4,13
1431,22,1,0,6,8,Exp4,13
1432,18,1,0,6,7,Exp4,6
1433,25,1,0,6,7,Exp4,14
1434,18,1,0,6,7,Exp4,13
1435,14,1,0,6,7,Exp4,11
1436,21,1,0,6,6,Exp4,9
1437,26,-1,0,4,7,Exp4,13
1438,25,-1,0,6,7,Exp4,16
1439,16,-1,0,6,7,Exp4,14
1440,17,-0.89,0,4,8,Exp4,12
1441,25,-0.7,0,4,7,Exp4,15
1442,17,-0.53,0,6,7,Exp4,16
1443,26,-0.5,0,4,8,Exp4,15
1444,25,-0.47,0,1,7,Exp4,14
1445,19,-0.44,0,6,7,Exp4,12
1446,24,-0.4,0,6,8,Exp4,15
1447,26,-0.18,0,6,7,Exp4,13
1448,21,-0.11,0,6,8,Exp4,14
1449,24,-0.1,0,6,8,Exp4,15
1450,26,-0.06,0,4,7,Exp4,14
1451,25,0,0,4,8,Exp4,16
1452,26,0,0,4,7,Exp4,14
1453,24,0,0,6,7,Exp4,13
1454,10,0,0,6,7,Exp4,14
1455,25,0.08,0,6,7,Exp4,13
1456,24,0.18,0,4,7,Exp4,14
1457,21,0.2,0,6,7,Exp4,15
1458,24,0.2,0,6,7,Exp4,6
1459,20,0.25,0,1,7,Exp4,13
1460,26,0.26,0,4,7,Exp4,16
1461,25,0.29,0,1,7,Exp4,10
1462,24,0.3,0,6,7,Exp4,9
1463,24,0.33,0,6,7,Exp4,14
1464,17,0.4,0,6,7,Exp4,12
1465,19,0.43,0,1,7,Exp4,11
1466,26,0.44,0,6,8,Exp4,13
1467,5,0.47,0,6,7,Exp4,12
1468,26,0.5,0,4,7,Exp4,12
1469,23,0.5,0,6,7,Exp4,14
1470,20,0.5,0,6,8,Exp4,15
1471,24,0.53,0,6,8,Exp4,15
1472,26,0.53,0,6,7,Exp4,14
1473,25,0.53,0,6,7,Exp4,16
1474,25,0.56,0,6,7,Exp4,14
1475,25,0.58,0,6,7,Exp4,14
1476,15,0.58,0,6,7,Exp4,11
1477,25,0.6,0,4,7,Exp4,13
1478,25,0.6,0,4,8,Exp4,13
1479,20,0.6,0,4,7,Exp4,12
1480,26,0.6,0,4,7,Exp4,12
1481,26,0.6,0,6,7,Exp4,15
1482,26,0.6,0,6,8,Exp4,15
1483,23,0.65,0,1,7,Exp4,13
1484,26,0.67,0,4,7,Exp4,16
1485,25,0.68,0,6,8,Exp4,16
1486,10,0.68,0,6,8,Exp4,14
1487,26,0.68,0,1,8,Exp4,15
1488,25,0.7,0,4,7,Exp4,15
1489,21,0.7,0,6,7,Exp4,14
1490,26,0.7,0,6,8,Exp4,13
1491,26,0.7,0,6,8,Exp4,15
1492,26,0.7,0,6,7,Exp4,14
1493,19,0.7,0,6,7,Exp4,15
1494,23,0.7,0,6,7,Exp4,15
1495,26,0.7,0,1,7,Exp4,13
1496,20,0.75,0,6,7,Exp4,12
1497,25,0.78,0,6,8,Exp4,14
1498,24,0.78,0,6,7,Exp4,14
1499,26,0.78,0,6,7,Exp4,14
1500,26,0.78,0,1,7,Exp4,15
1501,25,0.78,0,1,7,Exp4,14
1502,25,0.79,0,4,7,Exp4,12
1503,22,0.79,0,6,7,Exp4,12
1504,25,0.8,0,4,7,Exp4,15
1505,25,0.8,0,4,8,Exp4,15
1506,25,0.8,0,4,7,Exp4,15
1507,26,0.8,0,4,8,Exp4,11
1508,20,0.8,0,4,7,Exp4,14
1509,24,0.8,0,6,7,Exp4,12
1510,24,0.8,0,6,8,Exp4,15
1511,23,0.8,0,6,7,Exp4,14
1512,26,0.8,0,6,8,Exp4,14
1513,23,0.8,0,6,7,Exp4,14
1514,25,0.8,0,6,8,Exp4,12
1515,23,0.8,0,1,7,Exp4,15
1516,24,0.86,0,6,7,Exp4,15
1517,23,0.87,0,4,7,Exp4,14
1518,23,0.88,0,6,7,Exp4,16
1519,25,0.88,0,1,7,Exp4,15
1520,25,0.88,0,1,8,Exp4,15
1521,25,0.89,0,6,7,Exp4,16
1522,26,0.9,0,4,7,Exp4,12
1523,25,0.9,0,4,8,Exp4,12
1524,23,0.9,0,4,7,Exp4,11
1525,26,0.9,0,4,8,Exp4,16
1526,20,0.9,0,6,7,Exp4,14
1527,23,0.9,0,6,7,Exp4,13
1528,26,0.9,0,6,8,Exp4,14
1529,25,0.9,0,6,8,Exp4,16
1530,23,0.9,0,6,7,Exp4,15
1531,21,0.9,0,6,7,Exp4,15
1532,19,0.9,0,6,7,Exp4,13
1533,24,1,0,4,8,Exp4,16
1534,26,1,0,4,7,Exp4,14
1535,25,1,0,4,8,Exp4,14
1536,21,1,0,4,8,Exp4,14
1537,26,1,0,4,7,Exp4,15
1538,26,1,0,4,8,Exp4,13
1539,26,1,0,4,7,Exp4,16
1540,26,1,0,4,7,Exp4,14
1541,26,1,0,4,8,Exp4,14
1542,26,1,0,4,7,Exp4,14
1543,25,1,0,4,7,Exp4,15
1544,26,1,0,4,7,Exp4,15
1545,24,1,0,4,7,Exp4,14
1546,25,1,0,4,7,Exp4,15
1547,24,1,0,6,7,Exp4,16
1548,16,1,0,6,7,Exp4,15
1549,24,1,0,6,8,Exp4,14
1550,9,1,0,6,7,Exp4,10
1551,25,1,0,6,7,Exp4,11
1552,26,1,0,6,7,Exp4,10
1553,24,1,0,6,7,Exp4,11
1554,25,1,0,6,7,Exp4,12
1555,23,1,0,6,8,Exp4,16
1556,24,1,0,6,7,Exp4,14
1557,24,1,0,6,7,Exp4,15
1558,22,1,0,6,8,Exp4,9
1559,24,1,0,6,7,Exp4,7
1560,24,1,0,6,7,Exp4,14
1561,24,1,0,6,8,Exp4,16
1562,20,1,0,6,7,Exp4,14
1563,26,1,0,6,7,Exp4,16
1564,26,1,0,6,7,Exp4,16
1565,3,1,0,6,7,Exp4,14
1566,12,1,0,6,7,Exp4,6
1567,18,1,0,6,7,Exp4,14
1568,16,1,0,6,7,Exp4,15
1569,26,1,0,1,7,Exp4,15
1570,25,1,0,1,7,Exp4,13
1571,17,1,0,1,7,Exp4,11
1572,26,1,0,1,7,Exp4,14
1573,26,1,0,1,7,Exp4,16
1574,22,1,0,1,7,Exp4,14
1575,25,1,0,1,7,Exp4,12
1576,24,1,0,1,7,Exp4,7
1577,25,1,0,1,7,Exp4,15
1578,14,-0.76,0,3,9,Exp4,7
1579,24,-0.58,0,5,8,Exp4,14
1580,24,-0.5,0,2,9,Exp4,15
1581,23.5,-0.47,0,4,8,Exp4,14
1582,24,-0.47,0,5,8,Exp4,15
1583,25.5,-0.44,0,2,9,Exp4,13
1584,22,-0.4,0,3,8,Exp4,11
1585,24.5,-0.37,0,4,8,Exp4,15
1586,22.5,-0.18,0,2,8,Exp4,13
1587,15,0,0,1,9,Exp4,14
1588,26,0.1,0,3,8,Exp4,12
1589,25.5,0.18,0,1,8,Exp4,14
1590,24.5,0.33,0,5,8,Exp4,13
1591,26,0.37,0,1,8,Exp4,14
1592,24.5,0.37,0,3,9,Exp4,14
1593,24,0.4,0,4,8,Exp4,14
1594,25.5,0.44,0,4,8,Exp4,15
1595,25.5,0.47,0,1,8,Exp4,11
1596,26,0.5,0,1,8,Exp4,16
1597,23.5,0.5,0,2,8,Exp4,16
1598,24.5,0.53,0,4,9,Exp4,11
1599,23.5,0.53,0,2,8,Exp4,15
1600,24,0.53,0,3,10,Exp4,14
1601,24,0.56,0,1,8,Exp4,15
1602,16,0.56,0,3,9,Exp4,9
1603,23,0.58,0,5,9,Exp4,16
1604,25.5,0.6,0,4,8,Exp4,13
1605,23,0.6,0,4,9,Exp4,16
1606,24,0.6,0,2,8,Exp4,14
1607,23.5,0.6,0,2,8,Exp4,16
1608,25,0.6,0,3,8,Exp4,15
1609,26,0.65,0,1,8,Exp4,15
1610,26,0.65,0,1,8,Exp4,16
1611,26,0.65,0,2,9,Exp4,16
1612,24.5,0.65,0,5,8,Exp4,16
1613,26,0.67,0,1,8,Exp4,14
1614,26,0.68,0,1,8,Exp4,15
1615,25.5,0.68,0,1,8,Exp4,15
1616,26,0.68,0,1,8,Exp4,16
1617,25.5,0.68,0,4,8,Exp4,14
1618,25,0.68,0,4,9,Exp4,15
1619,24,0.68,0,4,8,Exp4,16
1620,26,0.68,0,2,9,Exp4,12
1621,23,0.68,0,2,9,Exp4,14
1622,24.5,0.68,0,5,8,Exp4,16
1623,18,0.7,0,1,8,Exp4,15
1624,24,0.7,0,1,8,Exp4,16
1625,26,0.7,0,1,9,Exp4,14
1626,24.5,0.7,0,4,8,Exp4,14
1627,25.5,0.7,0,3,8,Exp4,14
1628,25.5,0.73,0,2,8,Exp4,16
1629,25,0.75,0,2,8,Exp4,15
1630,26,0.78,0,1,8,Exp4,13
1631,25.5,0.78,0,4,8,Exp4,15
1632,25.5,0.78,0,3,9,Exp4,16
1633,26,0.79,0,1,8,Exp4,14
1634,25,0.79,0,4,8,Exp4,15
1635,25,0.79,0,3,9,Exp4,15
1636,24.5,0.8,0,1,8,Exp4,14
1637,25.5,0.8,0,2,8,Exp4,15
1638,25.5,0.8,0,3,8,Exp4,16
1639,24.5,0.8,0,5,8,Exp4,13
1640,23,0.8,0,5,9,Exp4,11
1641,11.5,0.87,0,2,8,Exp4,14
1642,25.5,0.88,0,1,8,Exp4,15
1643,24.5,0.88,0,1,8,Exp4,16
1644,25.5,0.89,0,1,8,Exp4,15
1645,24,0.89,0,1,8,Exp4,14
1646,25,0.89,0,4,8,Exp4,14
1647,24.5,0.89,0,4,8,Exp4,10
1648,24,0.89,0,3,8,Exp4,16
1649,25,0.9,0,4,8,Exp4,14
1650,24.5,0.9,0,4,9,Exp4,13
1651,25.5,0.9,0,4,8,Exp4,13
1652,25,0.9,0,2,8,Exp4,15
1653,24.5,1,0,1,8,Exp4,16
1654,25,1,0,1,9,Exp4,14
1655,15.5,1,0,4,8,Exp4,16
1656,24.5,1,0,4,8,Exp4,16
1657,25.5,1,0,4,8,Exp4,13
1658,24,1,0,4,8,Exp4,14
1659,25,1,0,4,9,Exp4,14
1660,26,1,0,4,8,Exp4,15
1661,24,1,0,4,8,Exp4,14
1662,23,1,0,4,9,Exp4,15
1663,25,1,0,4,8,Exp4,14
1664,26,1,0,2,8,Exp4,14
1665,24,1,0,2,9,Exp4,16
1666,19.5,1,0,2,9,Exp4,12
1667,20.5,1,0,3,8,Exp4,15
1668,20.5,1,0,3,8,Exp4,16
1669,24,1,0,3,8,Exp4,15
1670,21,1,0,3,8,Exp4,14
1671,24,1,0,5,9,Exp4,16
1672,25.5,1,0,5,8,Exp4,16
1673,23,1,0,5,9,Exp4,13
1674,8,-1,1,3,14,Exp5,17
1675,9,-1,1,3,15,Exp5,16
1676,10,-1,1,3,15,Exp5,8
1677,7,-0.89,1,3,14,Exp5,9
1678,8,-0.89,1,1,15,Exp5,11
1679,5,-0.8,1,1,14,Exp5,13
1680,7,-0.8,1,3,15,Exp5,19
1681,7,-0.8,1,1,14,Exp5,13
1682,8,-0.79,1,1,14,Exp5,21
1683,9,-0.78,1,3,15,Exp5,7
1684,6.5,-0.7,1,3,15,Exp5,13
1685,7,-0.68,1,3,15,Exp5,14
1686,6.5,-0.65,1,3,15,Exp5,2
1687,8,-0.65,1,3,14,Exp5,14
1688,7.5,-0.63,1,3,14,Exp5,14
1689,5.5,-0.5,1,3,15,Exp5,10
1690,5,-0.38,1,1,15,Exp5,5
1691,4,-0.29,1,1,14,Exp5,15
1692,5.5,-0.26,1,1,14,Exp5,7
1693,2,-0.14,1,2,14,Exp5,16
1694,5.5,-0.11,1,1,14,Exp5,10
1695,6,-0.1,1,1,14,Exp5,18
1696,10,-0.07,1,3,14,Exp5,13
1697,4.5,-0.05,1,3,14,Exp5,20
1698,4.5,0,1,1,14,Exp5,9
1699,3,0.11,1,2,15,Exp5,12
1700,1.5,0.2,1,2,15,Exp5,15
1701,5.5,0.2,1,3,14,Exp5,12
1702,5.5,0.25,1,3,15,Exp5,6
1703,6,0.25,1,3,14,Exp5,20
1704,5.5,0.26,1,1,14,Exp5,20
1705,5,0.29,1,3,15,Exp5,17
1706,6,0.29,1,3,14,Exp5,21
1707,8,0.29,1,3,14,Exp5,8
1708,3.5,0.3,1,3,14,Exp5,2
1709,0,0.33,1,1,14,Exp5,8
1710,4,0.33,1,2,16,Exp5,10
1711,7,0.33,1,3,15,Exp5,7
1712,9,0.33,1,3,16,Exp5,20
1713,6,0.37,1,3,14,Exp5,15
1714,7,0.37,1,3,15,Exp5,20
1715,8,0.37,1,1,16,Exp5,9
1716,5.5,0.38,1,3,15,Exp5,5
1717,5.5,0.4,1,1,14,Exp5,13
1718,2.5,0.41,1,2,15,Exp5,6
1719,6,0.41,1,2,17,Exp5,6
1720,7,0.43,1,3,14,Exp5,8
1721,7,0.44,1,3,15,Exp5,12
1722,9,0.44,1,3,15,Exp5,14
1723,8,0.47,1,1,15,Exp5,17
1724,4,0.5,1,3,14,Exp5,6
1725,9,0.5,1,3,16,Exp5,18
1726,1,0.53,1,2,14,Exp5,10
1727,1.5,0.53,1,3,15,Exp5,3
1728,3.5,0.53,1,2,16,Exp5,6
1729,4,0.53,1,3,16,Exp5,7
1730,6,0.53,1,3,14,Exp5,18
1731,6.5,0.53,1,3,15,Exp5,13
1732,8,0.53,1,2,14,Exp5,12
1733,8,0.53,1,2,15,Exp5,14
1734,4,0.56,1,1,15,Exp5,11
1735,9,0.56,1,3,14,Exp5,13
1736,0.5,0.58,1,2,15,Exp5,5
1737,5,0.58,1,3,14,Exp5,6
1738,6.5,0.58,1,1,14,Exp5,18
1739,7,0.58,1,3,16,Exp5,13
1740,4.5,0.6,1,2,14,Exp5,3
1741,5,0.6,1,3,15,Exp5,10
1742,5.5,0.6,1,3,14,Exp5,5
1743,6,0.6,1,3,16,Exp5,15
1744,6.5,0.6,1,2,14,Exp5,15
1745,9,0.6,1,3,14,Exp5,14
1746,8.5,0.63,1,3,15,Exp5,13
1747,9,0.63,1,1,15,Exp5,19
1748,8,0.64,1,3,15,Exp5,20
1749,5,0.65,1,3,14,Exp5,23
1750,5,0.65,1,3,14,Exp5,10
1751,5,0.65,1,1,14,Exp5,8
1752,6.5,0.65,1,3,14,Exp5,5
1753,7.5,0.65,1,1,14,Exp5,11
1754,8,0.65,1,3,14,Exp5,22
1755,8,0.65,1,3,15,Exp5,14
1756,8.5,0.65,1,3,14,Exp5,19
1757,4.5,0.67,1,3,14,Exp5,13
1758,5,0.67,1,2,14,Exp5,23
1759,6,0.67,1,2,15,Exp5,6
1760,8,0.67,1,3,15,Exp5,14
1761,9,0.67,1,3,15,Exp5,23
1762,2,0.68,1,1,14,Exp5,5
1763,2.5,0.68,1,2,16,Exp5,9
1764,4,0.68,1,3,16,Exp5,13
1765,7,0.68,1,3,14,Exp5,5
1766,8,0.69,1,1,14,Exp5,7
1767,1.5,0.7,1,1,14,Exp5,4
1768,4,0.7,1,3,15,Exp5,5
1769,4.5,0.7,1,2,14,Exp5,6
1770,6,0.7,1,3,15,Exp5,7
1771,6,0.7,1,3,15,Exp5,10
1772,6.5,0.7,1,3,14,Exp5,6
1773,7,0.7,1,3,15,Exp5,7
1774,7,0.7,1,1,15,Exp5,7
1775,8,0.7,1,1,15,Exp5,17
1776,8,0.7,1,3,14,Exp5,15
1777,5,0.71,1,1,14,Exp5,0
1778,6,0.73,1,3,15,Exp5,19
1779,10,0.73,1,3,14,Exp5,16
1780,3.5,0.76,1,2,16,Exp5,6
1781,5.5,0.76,1,3,15,Exp5,7
1782,6,0.76,1,1,14,Exp5,20
1783,6,0.76,1,3,14,Exp5,21
1784,6.5,0.76,1,3,14,Exp5,9
1785,7.5,0.76,1,3,14,Exp5,10
1786,8,0.76,1,2,14,Exp5,8
1787,8,0.76,1,3,15,Exp5,11
1788,8.5,0.76,1,2,15,Exp5,7
1789,2,0.78,1,2,15,Exp5,13
1790,4.5,0.78,1,3,14,Exp5,6
1791,6,0.78,1,1,15,Exp5,18
1792,6.5,0.78,1,1,15,Exp5,6
1793,3.5,0.79,1,3,14,Exp5,6
1794,4.5,0.79,1,3,14,Exp5,12
1795,4.5,0.79,1,1,14,Exp5,13
1796,5,0.79,1,2,16,Exp5,15
1797,5,0.79,1,2,15,Exp5,16
1798,7,0.79,1,3,14,Exp5,15
1799,7,0.79,1,3,16,Exp5,7
1800,7,0.79,1,3,14,Exp5,9
1801,7.5,0.79,1,1,15,Exp5,10
1802,8,0.79,1,3,16,Exp5,10
1803,2.5,0.8,1,2,14,Exp5,1
1804,2.5,0.8,1,1,14,Exp5,10
1805,2.5,0.8,1,3,17,Exp5,4
1806,3,0.8,1,1,14,Exp5,3
1807,4,0.8,1,3,14,Exp5,12
1808,4.5,0.8,1,2,15,Exp5,8
1809,5,0.8,1,3,15,Exp5,17
1810,5.5,0.8,1,1,15,Exp5,9
1811,5.5,0.8,1,3,15,Exp5,8
1812,7,0.8,1,3,14,Exp5,5
1813,8,0.8,1,1,14,Exp5,9
1814,8,0.8,1,3,14,Exp5,17
1815,10,0.8,1,3,15,Exp5,16
1816,7,0.86,1,3,16,Exp5,17
1817,8,0.86,1,1,15,Exp5,10
1818,5.5,0.87,1,3,15,Exp5,4
1819,4.5,0.88,1,3,14,Exp5,11
1820,5.5,0.88,1,3,14,Exp5,13
1821,8,0.88,1,3,15,Exp5,9
1822,10,0.88,1,3,15,Exp5,16
1823,3,0.88,1,1,14,Exp5,11
1824,5.5,0.88,1,2,14,Exp5,14
1825,6,0.88,1,3,16,Exp5,19
1826,10,0.88,1,3,15,Exp5,12
1827,5,0.89,1,1,15,Exp5,15
1828,6,0.89,1,3,14,Exp5,10
1829,6,0.89,1,1,15,Exp5,5
1830,6,0.89,1,1,14,Exp5,17
1831,7,0.89,1,3,15,Exp5,13
1832,8,0.89,1,3,14,Exp5,18
1833,4.5,0.89,1,3,15,Exp5,11
1834,5,0.89,1,3,14,Exp5,15
1835,5,0.89,1,1,15,Exp5,11
1836,5.5,0.89,1,2,15,Exp5,3
1837,6,0.89,1,3,17,Exp5,7
1838,7,0.89,1,2,15,Exp5,19
1839,7,0.89,1,3,16,Exp5,18
1840,9,0.89,1,3,16,Exp5,23
1841,2.5,0.9,1,2,15,Exp5,9
1842,3,0.9,1,2,16,Exp5,6
1843,5,0.9,1,3,14,Exp5,20
1844,6.5,0.9,1,3,14,Exp5,8
1845,7,0.9,1,1,15,Exp5,7
1846,7,0.9,1,1,14,Exp5,16
1847,7,0.9,1,1,14,Exp5,18
1848,10,0.9,1,3,15,Exp5,24
1849,1.5,1,1,2,15,Exp5,3
1850,2.5,1,1,2,16,Exp5,9
1851,3,1,1,1,14,Exp5,5
1852,3.5,1,1,1,14,Exp5,8
1853,4,1,1,1,14,Exp5,7
1854,4.5,1,1,3,14,Exp5,2
1855,4.5,1,1,1,14,Exp5,15
1856,5,1,1,2,14,Exp5,7
1857,5,1,1,1,16,Exp5,16
1858,5,1,1,1,14,Exp5,7
1859,5,1,1,3,14,Exp5,17
1860,5,1,1,1,14,Exp5,4
1861,5.5,1,1,1,14,Exp5,17
1862,5.5,1,1,3,15,Exp5,4
1863,5.5,1,1,1,15,Exp5,11
1864,5.5,1,1,1,14,Exp5,8
1865,5.5,1,1,3,14,Exp5,9
1866,6,1,1,1,16,Exp5,19
1867,6,1,1,3,14,Exp5,6
1868,6,1,1,1,14,Exp5,12
1869,6,1,1,3,14,Exp5,14
1870,6,1,1,3,15,Exp5,17
1871,6,1,1,3,16,Exp5,14
1872,6,1,1,2,15,Exp5,9
1873,6,1,1,3,14,Exp5,14
1874,6,1,1,3,15,Exp5,12
1875,6.5,1,1,3,14,Exp5,5
1876,7,1,1,1,15,Exp5,7
1877,7,1,1,3,14,Exp5,5
1878,7,1,1,3,16,Exp5,7
1879,8,1,1,1,15,Exp5,15
1880,8,1,1,2,16,Exp5,19
1881,8,1,1,3,14,Exp5,14
1882,8,1,1,3,15,Exp5,20
1883,8,1,1,1,15,Exp5,4
1884,10,1,1,3,15,Exp5,14
1885,6,-1,0,3,15,Exp5,2
1886,6.5,-1,0,3,14,Exp5,11
1887,7,-1,0,1,14,Exp5,7
1888,7,-1,0,3,14,Exp5,3
1889,4.5,-0.9,0,1,14,Exp5,8
1890,6,-0.89,0,3,15,Exp5,6
1891,7,-0.89,0,1,15,Exp5,11
1892,4,-0.8,0,2,15,Exp5,7
1893,4,-0.78,0,2,16,Exp5,8
1894,7.5,-0.73,0,3,15,Exp5,10
1895,4,-0.68,0,1,14,Exp5,13
1896,4.5,-0.68,0,1,16,Exp5,11
1897,4,-0.65,0,2,16,Exp5,2
1898,4.5,-0.64,0,2,15,Exp5,6
1899,6,-0.6,0,3,14,Exp5,13
1900,6,-0.54,0,3,15,Exp5,7
1901,3.5,-0.47,0,3,14,Exp5,10
1902,4.5,-0.43,0,1,14,Exp5,8
1903,7.5,-0.4,0,2,15,Exp5,3
1904,7,-0.29,0,3,15,Exp5,8
1905,6,-0.26,0,1,14,Exp5,5
1906,7,-0.25,0,1,14,Exp5,9
1907,1.5,-0.22,0,1,15,Exp5,5
1908,4.5,-0.22,0,1,15,Exp5,5
1909,9,-0.22,0,2,16,Exp5,5
1910,2,-0.18,0,2,15,Exp5,4
1911,9.5,-0.16,0,1,14,Exp5,9
1912,8,-0.14,0,1,14,Exp5,9
1913,4.5,-0.11,0,2,15,Exp5,7
1914,8,-0.1,0,3,16,Exp5,8
1915,5,0,0,2,16,Exp5,7
1916,7,0.11,0,2,14,Exp5,4
1917,2.5,0.17,0,1,14,Exp5,4
1918,5.5,0.2,0,3,14,Exp5,12
1919,6,0.2,0,2,14,Exp5,17
1920,6,0.2,0,1,14,Exp5,15
1921,0.5,0.22,0,1,14,Exp5,6
1922,2,0.22,0,1,14,Exp5,5
1923,5.5,0.22,0,2,15,Exp5,15
