,math,h,gender,school,age,Exp,spat
647,2,0.37,0,14,8,Exp2,NA
648,2,0.67,0,14,9,Exp2,NA
649,2,0.68,0,14,9,Exp2,NA
650,2,0.6,0,14,9,Exp2,NA
651,2,1,0,14,9,Exp2,NA
652,2,0.65,0,14,9,Exp2,NA
653,2,0.67,0,14,9,Exp2,NA
654,3,1,1,1,8,Exp2,NA
655,3,1,0,1,8,Exp2,NA
656,3,1,0,1,8,Exp2,NA
657,3,0.41,1,3,8,Exp2,NA
658,3,-0.6,1,3,8,Exp2,NA
659,3,1,0,3,8,Exp2,NA
660,3,0.68,1,4,9,Exp2,NA
661,3,0.67,1,4,8,Exp2,NA
662,3,1,0,4,8,Exp2,NA
663,3,1,1,7,8,Exp2,NA
664,3,0.79,0,7,8,Exp2,NA
665,3,0.58,1,8,8,Exp2,NA
666,3,0.67,0,8,7,Exp2,NA
667,3,1,1,11,8,Exp2,NA
668,3,1,1,12,9,Exp2,NA
669,3,1,1,12,8,Exp2,NA
670,3,0.4,0,12,8,Exp2,NA
671,3,0.56,1,13,9,Exp2,NA
672,3,1,0,13,9,Exp2,NA
673,3,-0.18,0,13,9,Exp2,NA
674,3,0.89,1,14,8,Exp2,NA
675,3,1,1,14,11,Exp2,NA
676,3,0.9,1,14,9,Exp2,NA
677,3,0.8,1,14,9,Exp2,NA
678,3,-1,1,14,10,Exp2,NA
679,3,1,1,14,9,Exp2,NA
680,3,0.9,1,14,9,Exp2,NA
681,3,0.8,1,14,10,Exp2,NA
682,3,0.7,0,14,8,Exp2,NA
683,3,0.9,0,14,9,Exp2,NA
684,4,0.75,1,4,8,Exp2,NA
685,4,-0.6,1,4,9,Exp2,NA
686,4,1,1,4,9,Exp2,NA
687,4,0.78,0,4,8,Exp2,NA
688,4,0.7,1,7,8,Exp2,NA
689,4,1,1,7,8,Exp2,NA
690,4,0.9,0,7,8,Exp2,NA
691,4,1,1,11,8,Exp2,NA
692,4,0.9,1,12,8,Exp2,NA
693,4,0.25,1,12,9,Exp2,NA
694,4,1,1,12,8,Exp2,NA
695,4,-0.05,1,13,8,Exp2,NA
696,4,0.8,1,13,9,Exp2,NA
697,4,0.9,0,13,10,Exp2,NA
698,4,0.41,0,13,9,Exp2,NA
699,4,1,1,14,8,Exp2,NA
700,4,1,1,14,10,Exp2,NA
701,4,1,0,14,9,Exp2,NA
702,4,0.68,0,14,10,Exp2,NA
703,4,1,0,14,9,Exp2,NA
704,4,0.78,0,14,10,Exp2,NA
705,5,0.58,1,13,9,Exp2,NA
706,5,-0.47,0,13,9,Exp2,NA
707,5,-0.65,1,14,9,Exp2,NA
708,5,0.8,1,14,9,Exp2,NA
709,5,0.6,0,14,10,Exp2,NA
710,6,-0.6,1,13,9,Exp2,NA
711,6,0.78,1,13,9,Exp2,NA
712,6,0.6,1,14,8,Exp2,NA
713,6,0.8,1,14,10,Exp2,NA
714,1,0.9,1,NA,7.08,Exp3,11
715,1,1,0,NA,7.67,Exp3,11
716,2,-0.1,1,NA,6.25,Exp3,8
717,2,0.9,0,NA,6.33,Exp3,14
718,2,1,0,NA,6.33,Exp3,10
719,3,0.6,1,NA,6.25,Exp3,13
720,3,0.8,1,NA,6.5,Exp3,14
721,3,0.9,1,NA,6.42,Exp3,10
722,3,1,1,NA,6.5,Exp3,12
723,3,0.6,0,NA,6.92,Exp3,15
724,3,0.9,0,NA,7.25,Exp3,12
725,3,1,0,NA,6.17,Exp3,14
726,3,1,0,NA,6.75,Exp3,10
727,4,0.4,1,NA,6.75,Exp3,14
728,4,0.8,1,NA,7,Exp3,12
729,4,1,1,NA,6.58,Exp3,12
730,4,0.3,0,NA,6.5,Exp3,16
731,4,0.6,0,NA,6.67,Exp3,13
732,5,-0.8,0,NA,7.08,Exp3,14
733,5,0.7,0,NA,6.58,Exp3,9
734,5,0.8,0,NA,6.33,Exp3,14
735,5,1,0,NA,6.58,Exp3,4
736,6,0.7,1,NA,6.5,Exp3,13
737,6,-0.68,0,NA,6.67,Exp3,16
738,6,0.6,0,NA,6.75,Exp3,12
739,6,0.7,0,NA,6.5,Exp3,13
740,6,0.9,0,NA,6.42,Exp3,15
741,7,0.5,1,NA,6.5,Exp3,11
742,7,0.7,1,NA,6.5,Exp3,15
743,7,0.9,1,NA,6.42,Exp3,11
744,7,1,1,NA,6.67,Exp3,11
745,7,0.3,0,NA,6.42,Exp3,14
746,8,0.9,1,NA,6.17,Exp3,8
747,8,1,1,NA,6.25,Exp3,14
748,8,1,1,NA,6.75,Exp3,5
749,9,-0.6,0,NA,6.25,Exp3,14
750,9,0.5,0,NA,6.25,Exp3,15
751,9,0.89,0,NA,7.33,Exp3,13
752,10,0.9,0,NA,7.83,Exp3,16
753,10,1,0,NA,6.58,Exp3,14
754,10,1,0,NA,7.92,Exp3,13
755,11,0.5,0,NA,7,Exp3,16
756,11,1,0,NA,7.25,Exp3,11
757,12,0.1,1,NA,6.42,Exp3,15
758,12,0.8,1,NA,6.42,Exp3,7
759,12,1,1,NA,8.08,Exp3,14
760,12,1,1,NA,7.17,Exp3,11
761,13,0.6,1,NA,7.5,Exp3,10
762,13,0.8,1,NA,8,Exp3,14
763,13,0.9,1,NA,8.08,Exp3,15
764,13,1,1,NA,7.75,Exp3,15
765,13,1,1,NA,7.08,Exp3,16
766,13,0.6,0,NA,7.08,Exp3,14
767,14,-1,1,NA,7.33,Exp3,15
768,14,0.68,1,NA,8,Exp3,14
769,14,0.5,0,NA,6.83,Exp3,13
770,14,0.7,0,NA,6.83,Exp3,15
771,14,0.8,0,NA,6.67,Exp3,15
772,14,0.8,0,NA,6.5,Exp3,14
773,15,0.2,1,NA,6.25,Exp3,8
774,15,1,1,NA,7.75,Exp3,16
775,15,1,0,NA,8.33,Exp3,16
776,16,0.6,1,NA,6.67,Exp3,15
777,16,0.8,0,NA,6.25,Exp3,12
778,16,1,0,NA,7.58,Exp3,16
779,17,-0.06,1,NA,7.75,Exp3,13
780,17,0.7,1,NA,7.92,Exp3,15
781,17,0.9,1,NA,7.42,Exp3,15
782,17,1,1,NA,8.08,Exp3,13
783,18,0.3,0,NA,7.17,Exp3,16
784,19,1,1,NA,8.67,Exp3,13
785,19,0.47,0,NA,7.25,Exp3,15
786,19,0.68,0,NA,8,Exp3,13
787,19,0.76,0,NA,8.17,Exp3,12
788,19,0.8,0,NA,8.33,Exp3,16
789,19,1,0,NA,7.42,Exp3,16
790,20,0,1,NA,7.58,Exp3,12
791,20,0.68,1,NA,8.17,Exp3,13
792,20,0.89,1,NA,8.17,Exp3,9
793,20,0,0,NA,9.33,Exp3,3
794,20,0.2,0,NA,7.92,Exp3,14
795,20,0.6,0,NA,7.25,Exp3,15
796,20,0.67,0,NA,7.08,Exp3,16
797,21,-1,1,NA,7.17,Exp3,9
798,21,0.47,1,NA,7.5,Exp3,15
799,21,0.6,1,NA,8.5,Exp3,14
800,21,0.8,1,NA,8.33,Exp3,8
801,21,0.8,1,NA,7.42,Exp3,10
802,21,1,1,NA,8.5,Exp3,14
803,21,0.8,0,NA,7.08,Exp3,12
804,22,-1,1,NA,8.42,Exp3,9
805,22,1,1,NA,8.75,Exp3,13
806,22,1,1,NA,8.25,Exp3,12
807,22,-0.68,0,NA,8.5,Exp3,16
808,22,0.37,0,NA,8.17,Exp3,14
809,23,0.38,1,NA,8.92,Exp3,13
810,23,0.44,1,NA,7.42,Exp3,16
811,23,0.5,1,NA,7.92,Exp3,13
812,23,0.53,1,NA,7.92,Exp3,12
813,23,0.7,1,NA,7.83,Exp3,15
814,23,0.88,1,NA,9,Exp3,16
815,23,0.9,1,NA,7.42,Exp3,14
816,23,0.6,0,NA,8.42,Exp3,13
817,23,0.75,0,NA,7.75,Exp3,16
818,23,1,0,NA,8.17,Exp3,16
819,23,1,0,NA,7.75,Exp3,16
820,24,-0.47,1,NA,7.42,Exp3,12
821,24,0.44,1,NA,8.5,Exp3,16
822,24,0.67,1,NA,7.17,Exp3,15
823,24,0.8,1,NA,8,Exp3,16
824,24,0.89,1,NA,7.92,Exp3,14
825,24,-0.7,0,NA,9.08,Exp3,16
826,24,0.5,0,NA,8.83,Exp3,16
827,24,0.6,0,NA,9,Exp3,14
828,24,0.75,0,NA,9.08,Exp3,15
829,24,0.79,0,NA,9.17,Exp3,11
830,24,1,0,NA,8.17,Exp3,11
831,25,-1,1,NA,7.5,Exp3,14
832,25,0.06,1,NA,8.67,Exp3,16
833,25,0.79,1,NA,8.67,Exp3,16
834,25,0.88,1,NA,8.92,Exp3,16
835,25,-0.8,0,NA,8.67,Exp3,14
836,25,0.41,0,NA,8.5,Exp3,15
837,25,0.47,0,NA,9,Exp3,13
838,25,0.56,0,NA,8.67,Exp3,14
839,25,0.65,0,NA,7.75,Exp3,15
840,25,0.65,0,NA,8.25,Exp3,15
841,25,0.67,0,NA,8.08,Exp3,15
842,25,0.68,0,NA,7.75,Exp3,16
843,25,0.68,0,NA,8.42,Exp3,11
844,25,0.79,0,NA,7.92,Exp3,16
845,25,0.8,0,NA,7.75,Exp3,15
846,25,1,0,NA,8.08,Exp3,15
847,25,1,0,NA,8.17,Exp3,16
848,26,-0.29,1,NA,8.75,Exp3,16
849,26,0.23,1,NA,8.42,Exp3,15
850,26,0.65,1,NA,8.58,Exp3,16
851,26,0.78,1,NA,8.5,Exp3,15
852,26,0.9,1,NA,8.5,Exp3,13
853,26,1,1,NA,8.75,Exp3,15
854,26,-0.68,0,NA,9.17,Exp3,15
855,26,0.33,0,NA,8.25,Exp3,16
856,26,0.47,0,NA,8.17,Exp3,16
857,26,0.67,0,NA,7.75,Exp3,16
858,26,0.67,0,NA,9.08,Exp3,16
859,26,0.9,0,NA,8.67,Exp3,16
860,26,0.9,0,NA,8.42,Exp3,15
861,26,1,0,NA,9,Exp3,16
862,26,1,0,NA,8.33,Exp3,13
863,27,0.5,1,NA,8.58,Exp3,14
864,27,0.58,1,NA,8.42,Exp3,16
865,27,0.7,1,NA,8.42,Exp3,14
866,27,0.79,1,NA,7.83,Exp3,16
867,27,0.88,1,NA,8.17,Exp3,16
868,27,0.89,1,NA,8.83,Exp3,16
869,27,0.89,1,NA,8.83,Exp3,16
870,27,0.9,1,NA,8.75,Exp3,15
871,27,0.4,0,NA,9.17,Exp3,15
872,27,0.6,0,NA,8.92,Exp3,15
873,27,0.68,0,NA,8.92,Exp3,14
874,27,0.7,0,NA,8.67,Exp3,15
875,27,0.89,0,NA,8.92,Exp3,16
876,26,-1,1,1,6,Exp4,15
877,5,-1,1,1,6,Exp4,11
878,20,-1,1,3,6,Exp4,11
879,12,-1,1,3,6,Exp4,13
880,18,-1,1,6,6,Exp4,14
881,16,-1,1,6,7,Exp4,11
882,24,-1,1,6,6,Exp4,14
883,19,-1,1,6,7,Exp4,14
884,19,-0.9,1,1,6,Exp4,11
885,17,-0.8,1,3,6,Exp4,11
886,20,-0.8,1,3,6,Exp4,14
887,25,-0.8,1,4,6,Exp4,14
888,15,-0.8,1,6,7,Exp4,8
889,25,-0.65,1,6,6,Exp4,16
890,25,-0.5,1,1,7,Exp4,15
891,24,-0.5,1,6,7,Exp4,14
892,10,-0.4,1,4,7,Exp4,5
893,26,-0.4,1,6,7,Exp4,16
894,24,-0.33,1,2,6,Exp4,13
895,0,-0.3,1,1,6,Exp4,10
896,15,0,1,6,7,Exp4,10
897,26,0,1,6,7,Exp4,15
898,21,0.2,1,6,7,Exp4,13
899,19,0.25,1,4,6,Exp4,13
900,17,0.33,1,6,7,Exp4,11
901,26,0.37,1,2,7,Exp4,8
902,26,0.37,1,4,6,Exp4,16
903,16,0.4,1,6,6,Exp4,10
904,26,0.44,1,2,6,Exp4,12
905,15,0.47,1,4,6,Exp4,10
906,22,0.5,1,1,6,Exp4,15
907,25,0.5,1,2,6,Exp4,15
908,16,0.5,1,4,6,Exp4,10
909,22,0.56,1,3,7,Exp4,14
910,23,0.58,1,1,6,Exp4,14
911,22,0.58,1,1,7,Exp4,11
912,22,0.58,1,6,6,Exp4,16
913,26,0.58,1,6,7,Exp4,11
914,21,0.6,1,2,6,Exp4,13
915,22,0.6,1,2,7,Exp4,13
916,25,0.6,1,2,7,Exp4,16
917,11,0.6,1,3,6,Exp4,6
918,17,0.6,1,3,6,Exp4,10
919,19,0.6,1,4,7,Exp4,12
920,15,0.6,1,6,6,Exp4,2
921,25,0.64,1,2,6,Exp4,8
922,17,0.67,1,3,6,Exp4,13
923,26,0.68,1,4,7,Exp4,15
924,14,0.68,1,6,7,Exp4,8
925,25,0.7,1,1,6,Exp4,15
926,20,0.7,1,3,6,Exp4,9
927,11,0.7,1,4,6,Exp4,6
928,20,0.7,1,6,6,Exp4,15
929,25,0.7,1,6,7,Exp4,13
930,24,0.76,1,3,7,Exp4,16
931,18,0.76,1,6,6,Exp4,9
932,26,0.78,1,2,7,Exp4,2
933,26,0.78,1,2,6,Exp4,16
934,18,0.78,1,6,6,Exp4,14
935,26,0.78,1,6,7,Exp4,14
936,20,0.78,1,6,6,Exp4,9
937,7,0.79,1,3,6,Exp4,2
938,26,0.79,1,4,7,Exp4,14
939,20,0.79,1,6,6,Exp4,14
940,25,0.8,1,1,6,Exp4,2
941,25,0.8,1,2,6,Exp4,16
942,26,0.8,1,2,7,Exp4,16
943,25,0.8,1,2,6,Exp4,14
944,23,0.8,1,2,6,Exp4,10
945,7,0.8,1,4,8,Exp4,13
946,16,0.8,1,6,7,Exp4,13
947,16,0.8,1,6,7,Exp4,9
948,12,0.8,1,6,8,Exp4,5
949,22,0.88,1,4,6,Exp4,15
950,21,0.88,1,6,7,Exp4,13
951,21,0.89,1,3,6,Exp4,12
952,22,0.89,1,6,7,Exp4,7
953,19,0.9,1,1,6,Exp4,5
954,26,0.9,1,4,7,Exp4,11
955,20,0.9,1,4,7,Exp4,9
956,20,0.9,1,6,7,Exp4,10
957,23,1,1,1,6,Exp4,16
958,23,1,1,1,7,Exp4,14
959,7,1,1,1,6,Exp4,3
960,17,1,1,1,6,Exp4,13
961,18,1,1,1,6,Exp4,15
962,25,1,1,1,6,Exp4,12
963,18,1,1,1,6,Exp4,10
964,23,1,1,1,6,Exp4,14
965,16,1,1,1,7,Exp4,15
966,25,1,1,1,6,Exp4,16
967,26,1,1,2,6,Exp4,14
968,24,1,1,2,6,Exp4,16
969,25,1,1,2,7,Exp4,9
970,20,1,1,2,7,Exp4,13
971,22,1,1,2,6,Exp4,14
972,22,1,1,2,6,Exp4,7
973,0,1,1,3,6,Exp4,10
974,4,1,1,3,6,Exp4,10
975,13,1,1,3,6,Exp4,10
976,9,1,1,3,7,Exp4,15
977,18,1,1,3,7,Exp4,15
978,9,1,1,3,7,Exp4,15
979,19,1,1,3,6,Exp4,4
980,22,1,1,4,6,Exp4,15
981,20,1,1,4,6,Exp4,16
982,20,1,1,4,7,Exp4,16
983,10,1,1,4,6,Exp4,14
984,11,1,1,4,7,Exp4,14
985,16,1,1,4,6,Exp4,13
986,13,1,1,4,6,Exp4,11
987,18,1,1,4,6,Exp4,12
988,25,1,1,4,6,Exp4,16
989,22,1,1,4,6,Exp4,11
990,19,1,1,4,6,Exp4,12
991,26,1,1,4,7,Exp4,14
992,18,1,1,6,6,Exp4,16
993,12,1,1,6,6,Exp4,12
994,20,1,1,6,6,Exp4,10
995,18,1,1,6,7,Exp4,13
996,16,1,1,6,7,Exp4,3
997,13,1,1,6,7,Exp4,11
998,25,1,1,6,7,Exp4,8
999,25,1,1,6,6,Exp4,9
1000,12,1,1,6,6,Exp4,9
1001,14,1,1,6,6,Exp4,6
1002,23,1,1,6,7,Exp4,15
1003,11,1,1,6,7,Exp4,5
1004,24,1,1,6,7,Exp4,12
1005,12,1,1,6,7,Exp4,3
1006,19,1,1,6,6,Exp4,6
1007,19,1,1,6,6,Exp4,12
1008,14,1,1,6,8,Exp4,10
1009,20,1,1,6,6,Exp4,5
1010,18,1,1,6,6,Exp4,9
1011,20,1,1,6,7,Exp4,13
1012,14,1,1,6,6,Exp4,10
1013,18,1,1,6,7,Exp4,5
1014,22,1,1,6,7,Exp4,12
1015,12,1,1,6,6,Exp4,1
1016,18,1,1,6,6,Exp4,9
1017,24,1,1,6,6,Exp4,16
1018,25,1,1,6,6,Exp4,13
1019,24,1,1,6,6,Exp4,16
1020,22,1,1,6,7,Exp4,15
1021,16,1,1,6,6,Exp4,13
1022,16,1,1,6,6,Exp4,11
1023,18,1,1,6,6,Exp4,16
1024,22,1,1,6,6,Exp4,14
1025,26,1,1,6,7,Exp4,15
1026,22,1,1,6,7,Exp4,14
1027,20,1,1,6,7,Exp4,12
1028,26,-1,1,6,7,Exp4,12
1029,25,-1,1,6,7,Exp4,14
1030,25,-1,1,6,7,Exp4,15
1031,24,-1,1,6,8,Exp4,8
1032,14,-1,1,1,7,Exp4,5
1033,24,-0.9,1,4,7,Exp4,12
1034,20,-0.9,1,6,7,Exp4,13
1035,23,-0.89,1,4,8,Exp4,14
1036,25,-0.89,1,6,7,Exp4,15
1037,23,-0.89,1,1,7,Exp4,9
1038,26,-0.8,1,4,7,Exp4,5
1039,19,-0.69,1,6,7,Exp4,5
1040,25,-0.6,1,6,7,Exp4,15
1041,24,-0.56,1,6,8,Exp4,15
1042,24,-0.5,1,4,8,Exp4,14
1043,25,-0.47,1,4,8,Exp4,16
1044,25,-0.4,1,4,8,Exp4,13
1045,22,-0.2,1,6,7,Exp4,5
1046,26,-0.1,1,1,7,Exp4,14
1047,25,-0.06,1,6,7,Exp4,15
1048,25,0,1,6,8,Exp4,14
1049,19,0.11,1,6,8,Exp4,15
1050,25,0.16,1,4,7,Exp4,15
1051,22,0.16,1,6,7,Exp4,14
1052,18,0.25,1,6,8,Exp4,12
1053,22,0.26,1,6,7,Exp4,15
1054,16,0.26,1,6,7,Exp4,16
1055,25,0.29,1,6,7,Exp4,16
1056,23,0.29,1,1,7,Exp4,5
1057,26,0.3,1,4,7,Exp4,2
1058,23,0.3,1,6,7,Exp4,14
1059,24,0.3,1,1,7,Exp4,16
1060,25,0.33,1,4,8,Exp4,13
1061,23,0.33,1,6,7,Exp4,13
1062,26,0.37,1,4,7,Exp4,16
1063,26,0.37,1,4,7,Exp4,16
1064,19,0.37,1,6,8,Exp4,13
1065,23,0.37,1,1,7,Exp4,7
1066,25,0.38,1,6,7,Exp4,14
1067,26,0.4,1,4,7,Exp4,15
1068,25,0.4,1,6,7,Exp4,16
1069,25,0.41,1,6,8,Exp4,14
1070,26,0.43,1,6,7,Exp4,13
1071,26,0.44,1,4,7,Exp4,16
1072,26,0.44,1,4,8,Exp4,16
1073,25,0.47,1,4,7,Exp4,16
1074,23,0.47,1,6,7,Exp4,15
1075,24,0.47,1,6,7,Exp4,15
1076,26,0.47,1,1,8,Exp4,15
1077,26,0.47,1,1,7,Exp4,13
1078,23,0.5,1,6,7,Exp4,16
1079,20,0.5,1,1,7,Exp4,15
1080,26,0.53,1,4,8,Exp4,14
1081,26,0.53,1,1,8,Exp4,16
1082,26,0.53,1,1,7,Exp4,16
1083,24,0.56,1,6,8,Exp4,4
1084,25,0.6,1,4,7,Exp4,13
1085,26,0.6,1,4,8,Exp4,15
1086,21,0.6,1,6,7,Exp4,9
1087,22,0.6,1,6,7,Exp4,16
1088,22,0.6,1,1,7,Exp4,11
1089,26,0.6,1,1,8,Exp4,15
1090,25,0.63,1,4,7,Exp4,16
1091,16,0.63,1,1,7,Exp4,14
1092,26,0.67,1,6,7,Exp4,14
1093,25,0.7,1,4,7,Exp4,16
1094,26,0.7,1,4,7,Exp4,12
1095,26,0.7,1,4,7,Exp4,15
1096,20,0.7,1,6,8,Exp4,15
1097,24,0.7,1,1,7,Exp4,14
1098,24,0.7,1,1,7,Exp4,10
1099,26,0.71,1,4,7,Exp4,15
1100,25,0.75,1,6,7,Exp4,16
1101,24,0.75,1,1,7,Exp4,14
1102,25,0.76,1,6,8,Exp4,14
1103,23,0.76,1,1,8,Exp4,16
1104,26,0.78,1,6,7,Exp4,12
1105,20,0.78,1,6,7,Exp4,14
1106,23,0.78,1,6,8,Exp4,14
1107,25,0.79,1,4,7,Exp4,14
1108,25,0.79,1,4,7,Exp4,13
1109,25,0.79,1,6,7,Exp4,14
1110,26,0.79,1,6,7,Exp4,16
1111,26,0.79,1,6,7,Exp4,16
1112,24,0.79,1,6,7,Exp4,15
1113,13,0.79,1,1,8,Exp4,10
1114,22,0.79,1,1,7,Exp4,12
1115,25,0.79,1,1,8,Exp4,15
1116,24,0.8,1,4,7,Exp4,14
1117,22,0.8,1,4,8,Exp4,14
1118,21,0.8,1,6,7,Exp4,16
1119,16,0.8,1,6,7,Exp4,15
1120,11,0.8,1,6,7,Exp4,13
1121,26,0.8,1,1,8,Exp4,12
1122,25,0.8,1,1,8,Exp4,12
1123,26,0.8,1,1,8,Exp4,13
1124,20,0.88,1,4,7,Exp4,15
1125,25,0.88,1,6,7,Exp4,11
1126,25,0.89,1,6,7,Exp4,14
1127,25,0.9,1,4,7,Exp4,13
1128,26,0.9,1,4,7,Exp4,12
1129,24,0.9,1,4,7,Exp4,13
1130,23,0.9,1,4,8,Exp4,16
1131,26,0.9,1,6,7,Exp4,14
1132,25,0.9,1,6,9,Exp4,15
1133,26,0.9,1,6,8,Exp4,16
1134,24,0.9,1,6,7,Exp4,14
1135,25,0.9,1,6,8,Exp4,15
1136,22,0.9,1,6,7,Exp4,14
1137,26,0.9,1,1,7,Exp4,14
1138,23,1,1,4,7,Exp4,10
1139,25,1,1,4,8,Exp4,15
1140,24,1,1,4,8,Exp4,13
1141,25,1,1,4,7,Exp4,12
1142,25,1,1,4,8,Exp4,14
1143,25,1,1,4,7,Exp4,16
1144,23,1,1,4,8,Exp4,15
1145,25,1,1,4,8,Exp4,14
1146,26,1,1,4,8,Exp4,14
1147,26,1,1,4,8,Exp4,16
1148,21,1,1,4,7,Exp4,14
1149,24,1,1,4,8,Exp4,15
1150,22,1,1,4,8,Exp4,16
1151,24,1,1,6,7,Exp4,16
1152,25,1,1,6,8,Exp4,14
1153,25,1,1,6,8,Exp4,13
1154,25,1,1,6,7,Exp4,14
1155,19,1,1,6,8,Exp4,15
1156,23,1,1,6,8,Exp4,14
1157,25,1,1,6,7,Exp4,15
1158,22,1,1,6,8,Exp4,13
1159,23,1,1,6,7,Exp4,15
1160,22,1,1,6,7,Exp4,13
1161,14,1,1,6,8,Exp4,13
1162,25,1,1,6,7,Exp4,15
1163,10,1,1,6,8,Exp4,16
1164,25,1,1,6,8,Exp4,14
1165,25,1,1,6,8,Exp4,14
1166,25,1,1,6,7,Exp4,16
1167,19,1,1,6,7,Exp4,14
1168,15,1,1,6,8,Exp4,12
1169,10,1,1,6,7,Exp4,12
1170,25,1,1,6,8,Exp4,12
1171,25,1,1,6,7,Exp4,14
1172,24,1,1,1,7,Exp4,16
1173,20,1,1,1,7,Exp4,13
1174,25,1,1,1,8,Exp4,16
1175,21,1,1,1,7,Exp4,10
1176,18,1,1,1,7,Exp4,13
1177,24,1,1,1,7,Exp4,8
1178,25,1,1,1,8,Exp4,14
1179,25.5,-1,1,1,8,Exp4,16
1180,22.5,-1,1,4,9,Exp4,7
1181,24.5,-1,1,4,9,Exp4,13
1182,25,-1,1,3,8,Exp4,15
1183,25.5,-0.9,1,4,8,Exp4,15
1184,26,-0.88,1,2,8,Exp4,15
1185,26,-0.87,1,3,9,Exp4,15
1186,25,-0.67,1,4,8,Exp4,10
1187,25.5,-0.47,1,4,8,Exp4,14
1188,24,-0.33,1,1,8,Exp4,13
1189,16,-0.22,1,3,8,Exp4,16
1190,25.5,-0.14,1,3,8,Exp4,16
1191,25,-0.06,1,3,8,Exp4,15
1192,24.5,0,1,5,9,Exp4,14
1193,25.5,0.05,1,3,8,Exp4,16
1194,25,0.13,1,3,8,Exp4,16
1195,25.5,0.16,1,1,9,Exp4,15
1196,26,0.29,1,1,8,Exp4,16
1197,25,0.33,1,1,8,Exp4,14
1198,25.5,0.33,1,1,8,Exp4,14
1199,25,0.33,1,4,8,Exp4,13
1200,24.5,0.33,1,2,8,Exp4,16
1201,26,0.37,1,4,8,Exp4,15
1202,26,0.38,1,4,8,Exp4,16
1203,25.5,0.38,1,2,9,Exp4,16
1204,24.5,0.47,1,1,8,Exp4,15
1205,20,0.47,1,2,8,Exp4,14
1206,25,0.5,1,1,8,Exp4,14
1207,24.5,0.5,1,2,9,Exp4,13
1208,25.5,0.5,1,3,8,Exp4,15
1209,22.5,0.5,1,3,8,Exp4,16
1210,24.5,0.5,1,5,8,Exp4,10
1211,25,0.5,1,5,8,Exp4,14
1212,25.5,0.56,1,1,8,Exp4,16
1213,24.5,0.56,1,3,10,Exp4,15
1214,17,0.58,1,1,8,Exp4,15
1215,25,0.58,1,4,8,Exp4,14
1216,23,0.6,1,4,8,Exp4,15
1217,25.5,0.6,1,4,9,Exp4,14
1218,24.5,0.6,1,3,8,Exp4,16
1219,25,0.63,1,1,8,Exp4,8
1220,26,0.65,1,1,8,Exp4,16
1221,25,0.65,1,2,8,Exp4,14
1222,23.5,0.65,1,5,9,Exp4,16
1223,25.5,0.67,1,3,8,Exp4,15
1224,25,0.67,1,3,9,Exp4,13
1225,25,0.67,1,5,9,Exp4,15
1226,13.5,0.68,1,1,8,Exp4,15
1227,24,0.68,1,1,8,Exp4,4
1228,26,0.68,1,4,8,Exp4,15
1229,24.5,0.68,1,3,8,Exp4,16
1230,25,0.68,1,3,8,Exp4,15
1231,25,0.68,1,3,9,Exp4,15
1232,22.5,0.68,1,5,9,Exp4,15
1233,25.5,0.7,1,1,9,Exp4,15
1234,23.5,0.7,1,4,8,Exp4,14
1235,25.5,0.7,1,4,9,Exp4,11
1236,23.5,0.7,1,4,8,Exp4,11
1237,19,0.7,1,2,8,Exp4,11
1238,25,0.7,1,5,9,Exp4,16
1239,23.5,0.76,1,2,9,Exp4,11
1240,24.5,0.76,1,5,8,Exp4,16
1241,20.5,0.78,1,1,8,Exp4,14
1242,25,0.79,1,2,8,Exp4,14
1243,21.5,0.79,1,2,9,Exp4,6
1244,25,0.8,1,1,8,Exp4,16
1245,25.5,0.8,1,4,8,Exp4,11
1246,25.5,0.8,1,5,8,Exp4,16
1247,26,0.88,1,1,9,Exp4,16
1248,24,0.88,1,2,8,Exp4,15
1249,26,0.88,1,2,8,Exp4,16
1250,25.5,0.88,1,3,9,Exp4,15
1251,25,0.89,1,1,9,Exp4,16
1252,25.5,0.89,1,4,8,Exp4,14
1253,24,0.89,1,2,8,Exp4,15
1254,26,0.89,1,3,8,Exp4,15
1255,24.5,0.89,1,3,8,Exp4,14
1256,24.5,0.89,1,5,8,Exp4,14
1257,23,0.9,1,4,8,Exp4,5
1258,25,0.9,1,4,8,Exp4,15
1259,18.5,0.9,1,4,9,Exp4,11
1260,25,0.9,1,4,8,Exp4,16
1261,25.5,0.9,1,2,8,Exp4,16
1262,24.5,0.9,1,3,9,Exp4,14
1263,25,0.9,1,3,8,Exp4,16
1264,25.5,1,1,1,8,Exp4,14
1265,26,1,1,1,8,Exp4,9
1266,25,1,1,4,8,Exp4,14
1267,25,1,1,4,9,Exp4,9
1268,25.5,1,1,4,8,Exp4,16
1269,25,1,1,4,8,Exp4,14
1270,23.5,1,1,4,8,Exp4,13
1271,25.5,1,1,4,8,Exp4,14
1272,20.5,1,1,4,8,Exp4,14
1273,25,1,1,4,9,Exp4,15
1274,24,1,1,4,9,Exp4,13
1275,23,1,1,4,9,Exp4,10
1276,26,1,1,4,8,Exp4,15
1277,25.5,1,1,4,9,Exp4,13
1278,22,1,1,2,9,Exp4,12
1279,25,1,1,2,8,Exp4,15
1280,25,1,1,2,8,Exp4,14
1281,20,1,1,3,8,Exp4,14
1282,25.5,1,1,3,8,Exp4,14
1283,24.5,1,1,3,8,Exp4,15
1284,25,1,1,3,8,Exp4,15
